
 Document Pair(0,0) 	 Similarity Score: 104.16570536933631

 Document Pair(20,53) 	 Similarity Score: 21.062806229708535

 Document Pair(20,54) 	 Similarity Score: 27.47322683982437

 Document Pair(20,55) 	 Similarity Score: 25.143069600696045

 Document Pair(20,56) 	 Similarity Score: 20.38992923383837

 Document Pair(20,57) 	 Similarity Score: 38.43867371367621

 Document Pair(20,58) 	 Similarity Score: 38.43867371367621

 Document Pair(20,59) 	 Similarity Score: 38.43867371367621

 Document Pair(20,60) 	 Similarity Score: 19.03632024327058

 Document Pair(20,61) 	 Similarity Score: 101.81980515339464

 Document Pair(20,62) 	 Similarity Score: 101.81980515339464

 Document Pair(20,63) 	 Similarity Score: 101.81980515339464

 Document Pair(20,64) 	 Similarity Score: 38.43867371367621

 Document Pair(20,65) 	 Similarity Score: 25.955995434862533

 Document Pair(20,66) 	 Similarity Score: 33.341733376077684

 Document Pair(20,67) 	 Similarity Score: 38.43867371367621

 Document Pair(20,68) 	 Similarity Score: 38.43867371367621

 Document Pair(20,69) 	 Similarity Score: 101.81980515339464

 Document Pair(20,70) 	 Similarity Score: 38.43867371367621

 Document Pair(20,71) 	 Similarity Score: 38.43867371367621

 Document Pair(20,72) 	 Similarity Score: 101.81980515339464

 Document Pair(20,73) 	 Similarity Score: 17.252007767816334

 Document Pair(20,74) 	 Similarity Score: 27.47322683982437

 Document Pair(20,75) 	 Similarity Score: 27.47322683982437

 Document Pair(20,76) 	 Similarity Score: 27.47322683982437

 Document Pair(20,77) 	 Similarity Score: 19.03632024327058

 Document Pair(20,78) 	 Similarity Score: 27.47322683982437

 Document Pair(20,79) 	 Similarity Score: 101.81980515339464

 Document Pair(20,80) 	 Similarity Score: 27.47322683982437

 Document Pair(20,81) 	 Similarity Score: 42.27410313103454

 Document Pair(20,82) 	 Similarity Score: 101.81980515339464

 Document Pair(20,83) 	 Similarity Score: 38.43867371367621

 Document Pair(20,84) 	 Similarity Score: 101.81980515339464

 Document Pair(20,85) 	 Similarity Score: 101.81980515339464

 Document Pair(20,86) 	 Similarity Score: 101.81980515339464

 Document Pair(20,87) 	 Similarity Score: 38.43867371367621

 Document Pair(20,88) 	 Similarity Score: 101.81980515339464

 Document Pair(20,89) 	 Similarity Score: 38.43867371367621

 Document Pair(20,90) 	 Similarity Score: 25.955995434862533

 Document Pair(20,91) 	 Similarity Score: 38.43867371367621

 Document Pair(20,92) 	 Similarity Score: 27.47322683982437

 Document Pair(20,93) 	 Similarity Score: 47.714514714288526

 Document Pair(20,94) 	 Similarity Score: 27.47322683982437

 Document Pair(20,95) 	 Similarity Score: 27.47322683982437

 Document Pair(20,96) 	 Similarity Score: 25.955995434862533

 Document Pair(20,97) 	 Similarity Score: 34.615464804752975

 Document Pair(20,98) 	 Similarity Score: 101.81980515339464

 Document Pair(20,99) 	 Similarity Score: 27.47322683982437

 Document Pair(20,100) 	 Similarity Score: 19.32001679137972

 Document Pair(21,0) 	 Similarity Score: 22.972893791232163

 Document Pair(21,1) 	 Similarity Score: 33.15308749386865

 Document Pair(21,2) 	 Similarity Score: 25.08431148112346

 Document Pair(21,3) 	 Similarity Score: 25.027579010065566

 Document Pair(21,4) 	 Similarity Score: 29.88461735252846

 Document Pair(21,5) 	 Similarity Score: 25.08431148112346

 Document Pair(21,6) 	 Similarity Score: 25.08431148112346

 Document Pair(21,7) 	 Similarity Score: 33.15308749386865

 Document Pair(21,8) 	 Similarity Score: 25.154655951875633

 Document Pair(21,9) 	 Similarity Score: 33.15308749386865

 Document Pair(21,10) 	 Similarity Score: 25.08431148112346

 Document Pair(21,11) 	 Similarity Score: 21.32376339780633

 Document Pair(21,12) 	 Similarity Score: 33.15308749386865

 Document Pair(21,13) 	 Similarity Score: 33.15308749386865

 Document Pair(21,14) 	 Similarity Score: 33.15308749386865

 Document Pair(21,15) 	 Similarity Score: 24.97715543332121

 Document Pair(21,16) 	 Similarity Score: 25.08431148112346

 Document Pair(21,17) 	 Similarity Score: 25.08431148112346

 Document Pair(21,18) 	 Similarity Score: 33.15308749386865

 Document Pair(21,19) 	 Similarity Score: 28.32930231098798

 Document Pair(21,20) 	 Similarity Score: 25.08431148112346

 Document Pair(21,21) 	 Similarity Score: 101.81980515339464

 Document Pair(21,22) 	 Similarity Score: 24.97715543332121

 Document Pair(21,23) 	 Similarity Score: 23.205873543801136

 Document Pair(21,24) 	 Similarity Score: 25.154655951875633

 Document Pair(21,25) 	 Similarity Score: 33.15308749386865

 Document Pair(21,26) 	 Similarity Score: 33.15308749386865

 Document Pair(21,27) 	 Similarity Score: 33.15308749386865

 Document Pair(21,28) 	 Similarity Score: 33.15308749386865

 Document Pair(21,29) 	 Similarity Score: 33.15308749386865

 Document Pair(21,30) 	 Similarity Score: 25.08431148112346

 Document Pair(21,31) 	 Similarity Score: 25.08431148112346

 Document Pair(21,32) 	 Similarity Score: 25.08431148112346

 Document Pair(21,33) 	 Similarity Score: 33.15308749386865

 Document Pair(21,34) 	 Similarity Score: 19.035862420286108

 Document Pair(21,35) 	 Similarity Score: 34.6718674003672

 Document Pair(21,36) 	 Similarity Score: 25.08431148112346

 Document Pair(21,37) 	 Similarity Score: 17.533651377772006

 Document Pair(21,38) 	 Similarity Score: 25.136623709947347

 Document Pair(21,39) 	 Similarity Score: 29.864996047390445

 Document Pair(21,40) 	 Similarity Score: 25.003126245480967

 Document Pair(21,41) 	 Similarity Score: 24.97715543332121

 Document Pair(21,42) 	 Similarity Score: 19.035730541560213

 Document Pair(21,43) 	 Similarity Score: 19.03571583229906

 Document Pair(21,44) 	 Similarity Score: 20.879888585107643

 Document Pair(21,45) 	 Similarity Score: 25.08431148112346

 Document Pair(21,46) 	 Similarity Score: 26.297033714690276

 Document Pair(21,47) 	 Similarity Score: 33.15308749386865

 Document Pair(21,48) 	 Similarity Score: 33.15308749386865

 Document Pair(21,49) 	 Similarity Score: 25.08431148112346

 Document Pair(21,50) 	 Similarity Score: 33.15308749386865

 Document Pair(21,51) 	 Similarity Score: 33.15308749386865

 Document Pair(21,52) 	 Similarity Score: 25.08431148112346

 Document Pair(21,53) 	 Similarity Score: 21.32376339780633

 Document Pair(21,54) 	 Similarity Score: 25.027579010065566

 Document Pair(21,55) 	 Similarity Score: 24.99002456304637

 Document Pair(21,56) 	 Similarity Score: 20.388877547227167

 Document Pair(21,57) 	 Similarity Score: 33.15308749386865

 Document Pair(21,58) 	 Similarity Score: 33.15308749386865

 Document Pair(21,59) 	 Similarity Score: 33.15308749386865

 Document Pair(21,60) 	 Similarity Score: 39.26785306151925

 Document Pair(21,61) 	 Similarity Score: 25.08431148112346

 Document Pair(21,62) 	 Similarity Score: 25.08431148112346

 Document Pair(21,63) 	 Similarity Score: 25.08431148112346

 Document Pair(21,64) 	 Similarity Score: 33.15308749386865

 Document Pair(21,65) 	 Similarity Score: 25.003126245480967

 Document Pair(21,66) 	 Similarity Score: 34.33439974963046

 Document Pair(21,67) 	 Similarity Score: 33.15308749386865

 Document Pair(21,68) 	 Similarity Score: 33.15308749386865

 Document Pair(21,69) 	 Similarity Score: 25.08431148112346

 Document Pair(21,70) 	 Similarity Score: 33.15308749386865

 Document Pair(21,71) 	 Similarity Score: 33.15308749386865

 Document Pair(21,72) 	 Similarity Score: 25.08431148112346

 Document Pair(21,73) 	 Similarity Score: 17.533651377772006

 Document Pair(21,74) 	 Similarity Score: 25.027579010065566

 Document Pair(21,75) 	 Similarity Score: 25.027579010065566

 Document Pair(21,76) 	 Similarity Score: 25.027579010065566

 Document Pair(21,77) 	 Similarity Score: 39.26785306151925

 Document Pair(21,78) 	 Similarity Score: 25.027579010065566

 Document Pair(21,79) 	 Similarity Score: 25.08431148112346

 Document Pair(21,80) 	 Similarity Score: 25.027579010065566

 Document Pair(21,81) 	 Similarity Score: 20.887023693399705

 Document Pair(21,82) 	 Similarity Score: 25.08431148112346

 Document Pair(21,83) 	 Similarity Score: 33.15308749386865

 Document Pair(21,84) 	 Similarity Score: 25.08431148112346

 Document Pair(21,85) 	 Similarity Score: 25.08431148112346

 Document Pair(21,86) 	 Similarity Score: 25.08431148112346

 Document Pair(21,87) 	 Similarity Score: 33.15308749386865

 Document Pair(21,88) 	 Similarity Score: 25.08431148112346

 Document Pair(21,89) 	 Similarity Score: 33.15308749386865

 Document Pair(21,90) 	 Similarity Score: 25.003126245480967

 Document Pair(21,91) 	 Similarity Score: 33.15308749386865

 Document Pair(21,92) 	 Similarity Score: 25.027579010065566

 Document Pair(21,93) 	 Similarity Score: 19.035862420286108

 Document Pair(21,94) 	 Similarity Score: 25.027579010065566

 Document Pair(21,95) 	 Similarity Score: 25.027579010065566

 Document Pair(21,96) 	 Similarity Score: 25.003126245480967

 Document Pair(21,97) 	 Similarity Score: 35.126537969081134

 Document Pair(21,98) 	 Similarity Score: 25.08431148112346

 Document Pair(21,99) 	 Similarity Score: 25.027579010065566

 Document Pair(21,100) 	 Similarity Score: 19.035787635132493

 Document Pair(22,0) 	 Similarity Score: 21.27392054502042

 Document Pair(22,1) 	 Similarity Score: 33.537105421596515

 Document Pair(22,2) 	 Similarity Score: 24.344573066449797

 Document Pair(22,3) 	 Similarity Score: 23.355908274126

 Document Pair(22,4) 	 Similarity Score: 27.62418610097165

 Document Pair(22,5) 	 Similarity Score: 24.344573066449797

 Document Pair(22,6) 	 Similarity Score: 24.344573066449797

 Document Pair(22,7) 	 Similarity Score: 33.537105421596515

 Document Pair(22,8) 	 Similarity Score: 25.169734087093705

 Document Pair(22,9) 	 Similarity Score: 33.537105421596515

 Document Pair(22,10) 	 Similarity Score: 24.344573066449797

 Document Pair(22,11) 	 Similarity Score: 19.709521028721916

 Document Pair(22,12) 	 Similarity Score: 33.537105421596515

 Document Pair(22,13) 	 Similarity Score: 33.537105421596515

 Document Pair(22,14) 	 Similarity Score: 33.537105421596515

 Document Pair(22,15) 	 Similarity Score: 22.477187250687777

 Document Pair(22,16) 	 Similarity Score: 24.344573066449797

 Document Pair(22,17) 	 Similarity Score: 24.344573066449797

 Document Pair(22,18) 	 Similarity Score: 33.537105421596515

 Document Pair(22,19) 	 Similarity Score: 28.337950371346597

 Document Pair(22,20) 	 Similarity Score: 24.344573066449797

 Document Pair(22,21) 	 Similarity Score: 24.97715543332121

 Document Pair(22,22) 	 Similarity Score: 101.81980515339464

 Document Pair(22,23) 	 Similarity Score: 21.88390141672935

 Document Pair(22,24) 	 Similarity Score: 25.169734087093705

 Document Pair(22,25) 	 Similarity Score: 33.537105421596515

 Document Pair(22,26) 	 Similarity Score: 33.537105421596515

 Document Pair(22,27) 	 Similarity Score: 33.537105421596515

 Document Pair(22,28) 	 Similarity Score: 33.537105421596515

 Document Pair(22,29) 	 Similarity Score: 33.537105421596515

 Document Pair(22,30) 	 Similarity Score: 24.344573066449797

 Document Pair(22,31) 	 Similarity Score: 24.344573066449797

 Document Pair(22,32) 	 Similarity Score: 24.344573066449797

 Document Pair(22,33) 	 Similarity Score: 33.537105421596515

 Document Pair(22,34) 	 Similarity Score: 17.708416145567167

 Document Pair(22,35) 	 Similarity Score: 32.98761409388831

 Document Pair(22,36) 	 Similarity Score: 24.344573066449797

 Document Pair(22,37) 	 Similarity Score: 16.228056656011645

 Document Pair(22,38) 	 Similarity Score: 25.147176814197568

 Document Pair(22,39) 	 Similarity Score: 27.282249759972192

 Document Pair(22,40) 	 Similarity Score: 22.929775109661893

 Document Pair(22,41) 	 Similarity Score: 22.477187250687777

 Document Pair(22,42) 	 Similarity Score: 17.361419781028292

 Document Pair(22,43) 	 Similarity Score: 17.322717100903652

 Document Pair(22,44) 	 Similarity Score: 19.11408312033322

 Document Pair(22,45) 	 Similarity Score: 24.344573066449797

 Document Pair(22,46) 	 Similarity Score: 25.639640966823567

 Document Pair(22,47) 	 Similarity Score: 33.537105421596515

 Document Pair(22,48) 	 Similarity Score: 33.537105421596515

 Document Pair(22,49) 	 Similarity Score: 24.344573066449797

 Document Pair(22,50) 	 Similarity Score: 33.537105421596515

 Document Pair(22,51) 	 Similarity Score: 33.537105421596515

 Document Pair(22,52) 	 Similarity Score: 24.344573066449797

 Document Pair(22,53) 	 Similarity Score: 19.709521028721916

 Document Pair(22,54) 	 Similarity Score: 23.355908274126

 Document Pair(22,55) 	 Similarity Score: 22.701454856696458

 Document Pair(22,56) 	 Similarity Score: 20.388953956256607

 Document Pair(22,57) 	 Similarity Score: 33.537105421596515

 Document Pair(22,58) 	 Similarity Score: 33.537105421596515

 Document Pair(22,59) 	 Similarity Score: 33.537105421596515

 Document Pair(22,60) 	 Similarity Score: 19.03574419172522

 Document Pair(22,61) 	 Similarity Score: 24.344573066449797

 Document Pair(22,62) 	 Similarity Score: 24.344573066449797

 Document Pair(22,63) 	 Similarity Score: 24.344573066449797

 Document Pair(22,64) 	 Similarity Score: 33.537105421596515

 Document Pair(22,65) 	 Similarity Score: 22.929775109661893

 Document Pair(22,66) 	 Similarity Score: 32.3904308791327

 Document Pair(22,67) 	 Similarity Score: 33.537105421596515

 Document Pair(22,68) 	 Similarity Score: 33.537105421596515

 Document Pair(22,69) 	 Similarity Score: 24.344573066449797

 Document Pair(22,70) 	 Similarity Score: 33.537105421596515

 Document Pair(22,71) 	 Similarity Score: 33.537105421596515

 Document Pair(22,72) 	 Similarity Score: 24.344573066449797

 Document Pair(22,73) 	 Similarity Score: 16.228056656011645

 Document Pair(22,74) 	 Similarity Score: 23.355908274126

 Document Pair(22,75) 	 Similarity Score: 23.355908274126

 Document Pair(22,76) 	 Similarity Score: 23.355908274126

 Document Pair(22,77) 	 Similarity Score: 19.03574419172522

 Document Pair(22,78) 	 Similarity Score: 23.355908274126

 Document Pair(22,79) 	 Similarity Score: 24.344573066449797

 Document Pair(22,80) 	 Similarity Score: 23.355908274126

 Document Pair(22,81) 	 Similarity Score: 19.238425145741846

 Document Pair(22,82) 	 Similarity Score: 24.344573066449797

 Document Pair(22,83) 	 Similarity Score: 33.537105421596515

 Document Pair(22,84) 	 Similarity Score: 24.344573066449797

 Document Pair(22,85) 	 Similarity Score: 24.344573066449797

 Document Pair(22,86) 	 Similarity Score: 24.344573066449797

 Document Pair(22,87) 	 Similarity Score: 33.537105421596515

 Document Pair(22,88) 	 Similarity Score: 24.344573066449797

 Document Pair(22,89) 	 Similarity Score: 33.537105421596515

 Document Pair(22,90) 	 Similarity Score: 22.929775109661893

 Document Pair(22,91) 	 Similarity Score: 33.537105421596515

 Document Pair(22,92) 	 Similarity Score: 23.355908274126

 Document Pair(22,93) 	 Similarity Score: 17.708416145567167

 Document Pair(22,94) 	 Similarity Score: 23.355908274126

 Document Pair(22,95) 	 Similarity Score: 23.355908274126

 Document Pair(22,96) 	 Similarity Score: 22.929775109661893

 Document Pair(22,97) 	 Similarity Score: 33.7654836797407

 Document Pair(22,98) 	 Similarity Score: 24.344573066449797

 Document Pair(22,99) 	 Similarity Score: 23.355908274126

 Document Pair(22,100) 	 Similarity Score: 17.51164311603689

 Document Pair(23,0) 	 Similarity Score: 32.948060757153364

 Document Pair(23,1) 	 Similarity Score: 40.38873605350878

 Document Pair(23,2) 	 Similarity Score: 32.119896110705156

 Document Pair(23,3) 	 Similarity Score: 108.92388013630656

 Document Pair(23,4) 	 Similarity Score: 32.61215929325524

 Document Pair(23,5) 	 Similarity Score: 32.119896110705156

 Document Pair(23,6) 	 Similarity Score: 32.119896110705156

 Document Pair(23,7) 	 Similarity Score: 40.38873605350878

 Document Pair(23,8) 	 Similarity Score: 48.61699244712063

 Document Pair(23,9) 	 Similarity Score: 40.38873605350878

 Document Pair(23,10) 	 Similarity Score: 32.119896110705156

 Document Pair(23,11) 	 Similarity Score: 31.113026718122537

 Document Pair(23,12) 	 Similarity Score: 40.38873605350878

 Document Pair(23,13) 	 Similarity Score: 40.38873605350878

 Document Pair(23,14) 	 Similarity Score: 40.38873605350878

 Document Pair(23,15) 	 Similarity Score: 28.29116303396308

 Document Pair(23,16) 	 Similarity Score: 32.119896110705156

 Document Pair(23,17) 	 Similarity Score: 32.119896110705156

 Document Pair(23,18) 	 Similarity Score: 40.38873605350878

 Document Pair(23,19) 	 Similarity Score: 50.5412178584437

 Document Pair(23,20) 	 Similarity Score: 32.119896110705156

 Document Pair(23,21) 	 Similarity Score: 31.04277801904151

 Document Pair(23,22) 	 Similarity Score: 28.29116303396308

 Document Pair(23,23) 	 Similarity Score: 138.92190129982208

 Document Pair(23,24) 	 Similarity Score: 48.61699244712063

 Document Pair(23,25) 	 Similarity Score: 40.38873605350878

 Document Pair(23,26) 	 Similarity Score: 40.38873605350878

 Document Pair(23,27) 	 Similarity Score: 40.38873605350878

 Document Pair(23,28) 	 Similarity Score: 40.38873605350878

 Document Pair(23,29) 	 Similarity Score: 40.38873605350878

 Document Pair(23,30) 	 Similarity Score: 32.119896110705156

 Document Pair(23,31) 	 Similarity Score: 32.119896110705156

 Document Pair(23,32) 	 Similarity Score: 32.119896110705156

 Document Pair(23,33) 	 Similarity Score: 40.38873605350878

 Document Pair(23,34) 	 Similarity Score: 28.78959252187648

 Document Pair(23,35) 	 Similarity Score: 34.224900016176164

 Document Pair(23,36) 	 Similarity Score: 32.119896110705156

 Document Pair(23,37) 	 Similarity Score: 23.734880774021676

 Document Pair(23,38) 	 Similarity Score: 48.61699244712063

 Document Pair(23,39) 	 Similarity Score: 31.91108136502297

 Document Pair(23,40) 	 Similarity Score: 29.21911166201826

 Document Pair(23,41) 	 Similarity Score: 28.29116303396308

 Document Pair(23,42) 	 Similarity Score: 28.023484953788586

 Document Pair(23,43) 	 Similarity Score: 27.938036173401

 Document Pair(23,44) 	 Similarity Score: 31.572853265659223

 Document Pair(23,45) 	 Similarity Score: 32.119896110705156

 Document Pair(23,46) 	 Similarity Score: 35.38416921942867

 Document Pair(23,47) 	 Similarity Score: 40.38873605350878

 Document Pair(23,48) 	 Similarity Score: 40.38873605350878

 Document Pair(23,49) 	 Similarity Score: 32.119896110705156

 Document Pair(23,50) 	 Similarity Score: 40.38873605350878

 Document Pair(23,51) 	 Similarity Score: 40.38873605350878

 Document Pair(23,52) 	 Similarity Score: 32.119896110705156

 Document Pair(23,53) 	 Similarity Score: 31.113026718122537

 Document Pair(23,54) 	 Similarity Score: 108.92388013630656

 Document Pair(23,55) 	 Similarity Score: 28.750982742305887

 Document Pair(23,56) 	 Similarity Score: 40.38873605350878

 Document Pair(23,57) 	 Similarity Score: 40.38873605350878

 Document Pair(23,58) 	 Similarity Score: 40.38873605350878

 Document Pair(23,59) 	 Similarity Score: 40.38873605350878

 Document Pair(23,60) 	 Similarity Score: 31.04277801904151

 Document Pair(23,61) 	 Similarity Score: 32.119896110705156

 Document Pair(23,62) 	 Similarity Score: 32.119896110705156

 Document Pair(23,63) 	 Similarity Score: 32.119896110705156

 Document Pair(23,64) 	 Similarity Score: 40.38873605350878

 Document Pair(23,65) 	 Similarity Score: 29.21911166201826

 Document Pair(23,66) 	 Similarity Score: 33.92964243746757

 Document Pair(23,67) 	 Similarity Score: 40.38873605350878

 Document Pair(23,68) 	 Similarity Score: 40.38873605350878

 Document Pair(23,69) 	 Similarity Score: 32.119896110705156

 Document Pair(23,70) 	 Similarity Score: 40.38873605350878

 Document Pair(23,71) 	 Similarity Score: 40.38873605350878

 Document Pair(23,72) 	 Similarity Score: 32.119896110705156

 Document Pair(23,73) 	 Similarity Score: 23.734880774021676

 Document Pair(23,74) 	 Similarity Score: 108.92388013630656

 Document Pair(23,75) 	 Similarity Score: 108.92388013630656

 Document Pair(23,76) 	 Similarity Score: 108.92388013630656

 Document Pair(23,77) 	 Similarity Score: 31.04277801904151

 Document Pair(23,78) 	 Similarity Score: 108.92388013630656

 Document Pair(23,79) 	 Similarity Score: 32.119896110705156

 Document Pair(23,80) 	 Similarity Score: 108.92388013630656

 Document Pair(23,81) 	 Similarity Score: 31.827793847028506

 Document Pair(23,82) 	 Similarity Score: 32.119896110705156

 Document Pair(23,83) 	 Similarity Score: 40.38873605350878

 Document Pair(23,84) 	 Similarity Score: 32.119896110705156

 Document Pair(23,85) 	 Similarity Score: 32.119896110705156

 Document Pair(23,86) 	 Similarity Score: 32.119896110705156

 Document Pair(23,87) 	 Similarity Score: 40.38873605350878

 Document Pair(23,88) 	 Similarity Score: 32.119896110705156

 Document Pair(23,89) 	 Similarity Score: 40.38873605350878

 Document Pair(23,90) 	 Similarity Score: 29.21911166201826

 Document Pair(23,91) 	 Similarity Score: 40.38873605350878

 Document Pair(23,92) 	 Similarity Score: 108.92388013630656

 Document Pair(23,93) 	 Similarity Score: 28.78959252187648

 Document Pair(23,94) 	 Similarity Score: 108.92388013630656

 Document Pair(23,95) 	 Similarity Score: 108.92388013630656

 Document Pair(23,96) 	 Similarity Score: 29.21911166201826

 Document Pair(23,97) 	 Similarity Score: 34.61295436349164

 Document Pair(23,98) 	 Similarity Score: 32.119896110705156

 Document Pair(23,99) 	 Similarity Score: 108.92388013630656

 Document Pair(23,100) 	 Similarity Score: 72.09768224338212

 Document Pair(24,0) 	 Similarity Score: 25.933625035397217

 Document Pair(24,1) 	 Similarity Score: 32.815690758846586

 Document Pair(24,2) 	 Similarity Score: 19.490400929669743

 Document Pair(24,3) 	 Similarity Score: 19.38850749431196

 Document Pair(24,4) 	 Similarity Score: 22.35351063465706

 Document Pair(24,5) 	 Similarity Score: 19.490400929669743

 Document Pair(24,6) 	 Similarity Score: 19.490400929669743

 Document Pair(24,7) 	 Similarity Score: 32.815690758846586

 Document Pair(24,8) 	 Similarity Score: 139.27416531557694

 Document Pair(24,9) 	 Similarity Score: 32.815690758846586

 Document Pair(24,10) 	 Similarity Score: 19.490400929669743

 Document Pair(24,11) 	 Similarity Score: 23.607485752770017

 Document Pair(24,12) 	 Similarity Score: 32.815690758846586

 Document Pair(24,13) 	 Similarity Score: 32.815690758846586

 Document Pair(24,14) 	 Similarity Score: 32.815690758846586

 Document Pair(24,15) 	 Similarity Score: 19.2979450463575

 Document Pair(24,16) 	 Similarity Score: 19.490400929669743

 Document Pair(24,17) 	 Similarity Score: 19.490400929669743

 Document Pair(24,18) 	 Similarity Score: 32.815690758846586

 Document Pair(24,19) 	 Similarity Score: 72.14171168497535

 Document Pair(24,20) 	 Similarity Score: 19.490400929669743

 Document Pair(24,21) 	 Similarity Score: 19.282866911139426

 Document Pair(24,22) 	 Similarity Score: 19.2979450463575

 Document Pair(24,23) 	 Similarity Score: 32.92471042553278

 Document Pair(24,24) 	 Similarity Score: 139.27416531557694

 Document Pair(24,25) 	 Similarity Score: 32.815690758846586

 Document Pair(24,26) 	 Similarity Score: 32.815690758846586

 Document Pair(24,27) 	 Similarity Score: 32.815690758846586

 Document Pair(24,28) 	 Similarity Score: 32.815690758846586

 Document Pair(24,29) 	 Similarity Score: 32.815690758846586

 Document Pair(24,30) 	 Similarity Score: 19.490400929669743

 Document Pair(24,31) 	 Similarity Score: 19.490400929669743

 Document Pair(24,32) 	 Similarity Score: 19.490400929669743

 Document Pair(24,33) 	 Similarity Score: 32.815690758846586

 Document Pair(24,34) 	 Similarity Score: 20.75934037238392

 Document Pair(24,35) 	 Similarity Score: 31.102712565032647

 Document Pair(24,36) 	 Similarity Score: 19.490400929669743

 Document Pair(24,37) 	 Similarity Score: 16.878574110299787

 Document Pair(24,38) 	 Similarity Score: 31.138211736806888

 Document Pair(24,39) 	 Similarity Score: 22.318270107505068

 Document Pair(24,40) 	 Similarity Score: 19.34458950270929

 Document Pair(24,41) 	 Similarity Score: 19.2979450463575

 Document Pair(24,42) 	 Similarity Score: 59.188953975078064

 Document Pair(24,43) 	 Similarity Score: 20.75907709540508

 Document Pair(24,44) 	 Similarity Score: 22.301268664385546

 Document Pair(24,45) 	 Similarity Score: 19.490400929669743

 Document Pair(24,46) 	 Similarity Score: 35.42286630418385

 Document Pair(24,47) 	 Similarity Score: 32.815690758846586

 Document Pair(24,48) 	 Similarity Score: 32.815690758846586

 Document Pair(24,49) 	 Similarity Score: 19.490400929669743

 Document Pair(24,50) 	 Similarity Score: 32.815690758846586

 Document Pair(24,51) 	 Similarity Score: 32.815690758846586

 Document Pair(24,52) 	 Similarity Score: 19.490400929669743

 Document Pair(24,53) 	 Similarity Score: 23.607485752770017

 Document Pair(24,54) 	 Similarity Score: 19.38850749431196

 Document Pair(24,55) 	 Similarity Score: 19.321058438270626

 Document Pair(24,56) 	 Similarity Score: 31.38583891679624

 Document Pair(24,57) 	 Similarity Score: 32.815690758846586

 Document Pair(24,58) 	 Similarity Score: 32.815690758846586

 Document Pair(24,59) 	 Similarity Score: 32.815690758846586

 Document Pair(24,60) 	 Similarity Score: 20.759046972563226

 Document Pair(24,61) 	 Similarity Score: 19.490400929669743

 Document Pair(24,62) 	 Similarity Score: 19.490400929669743

 Document Pair(24,63) 	 Similarity Score: 19.490400929669743

 Document Pair(24,64) 	 Similarity Score: 32.815690758846586

 Document Pair(24,65) 	 Similarity Score: 19.34458950270929

 Document Pair(24,66) 	 Similarity Score: 30.016416193024646

 Document Pair(24,67) 	 Similarity Score: 32.815690758846586

 Document Pair(24,68) 	 Similarity Score: 32.815690758846586

 Document Pair(24,69) 	 Similarity Score: 19.490400929669743

 Document Pair(24,70) 	 Similarity Score: 32.815690758846586

 Document Pair(24,71) 	 Similarity Score: 32.815690758846586

 Document Pair(24,72) 	 Similarity Score: 19.490400929669743

 Document Pair(24,73) 	 Similarity Score: 16.878574110299787

 Document Pair(24,74) 	 Similarity Score: 19.38850749431196

 Document Pair(24,75) 	 Similarity Score: 19.38850749431196

 Document Pair(24,76) 	 Similarity Score: 19.38850749431196

 Document Pair(24,77) 	 Similarity Score: 20.759046972563226

 Document Pair(24,78) 	 Similarity Score: 19.38850749431196

 Document Pair(24,79) 	 Similarity Score: 19.490400929669743

 Document Pair(24,80) 	 Similarity Score: 19.38850749431196

 Document Pair(24,81) 	 Similarity Score: 22.314083560017107

 Document Pair(24,82) 	 Similarity Score: 19.490400929669743

 Document Pair(24,83) 	 Similarity Score: 32.815690758846586

 Document Pair(24,84) 	 Similarity Score: 19.490400929669743

 Document Pair(24,85) 	 Similarity Score: 19.490400929669743

 Document Pair(24,86) 	 Similarity Score: 19.490400929669743

 Document Pair(24,87) 	 Similarity Score: 32.815690758846586

 Document Pair(24,88) 	 Similarity Score: 19.490400929669743

 Document Pair(24,89) 	 Similarity Score: 32.815690758846586

 Document Pair(24,90) 	 Similarity Score: 19.34458950270929

 Document Pair(24,91) 	 Similarity Score: 32.815690758846586

 Document Pair(24,92) 	 Similarity Score: 19.38850749431196

 Document Pair(24,93) 	 Similarity Score: 20.75934037238392

 Document Pair(24,94) 	 Similarity Score: 19.38850749431196

 Document Pair(24,95) 	 Similarity Score: 19.38850749431196

 Document Pair(24,96) 	 Similarity Score: 19.34458950270929

 Document Pair(24,97) 	 Similarity Score: 32.513343286005544

 Document Pair(24,98) 	 Similarity Score: 19.490400929669743

 Document Pair(24,99) 	 Similarity Score: 19.38850749431196
